account_id,account_number,customer_id,branch_id,account_type,account_status,opened_date,current_balance
1260,AC00001260,79,1,CURRENT,Closed,2023-05-05,494193.3
1261,AC00001261,55,1,CURRENT,Closed,2023-01-30,275567.66
1262,AC00001262,95,1,Fixed Deposit,active,2022-09-14,49016.73
1263,AC00001263,83,2,CURRENT,Closed,2023-07-19,144550.24
1264,AC00001264,24,2,Current,Dormant,2023-11-10,433894.88
1265,AC00001265,37,1,Current,Closed,2023-09-19,268645.29
1266,AC00001266,8,1,CURRENT,active,2025-08-17,154439.23
1267,AC00001267,24,4,Savings,Closed,2024-10-04,265746.31
1268,AC00001268,40,2,Fixed Deposit,Inactive,2025-07-07,60669.51
1269,AC00001269,12,3,Savings,active,2023-03-07,114496.19
1270,AC00001270,27,1,saving,Inactive,2022-11-29,339394.72
1271,AC00001271,73,2,Fixed Deposit,active,2023-04-20,429404.77
1272,AC00001272,10,2,Savings,Dormant,2025-08-06,318011.88
1273,AC00001273,60,1,Savings,Inactive,2025-06-04,247079.82
1274,AC00001274,51,3,saving,Active,2023-03-21,375600.69
1275,AC00001275,16,3,saving,Dormant,2024-12-15,75599.85
1276,AC00001276,81,1,Savings,Inactive,2025-03-03,406245.73
1277,AC00001277,21,4,Savings,Active,2026-02-22,389654.22
1278,AC00001278,49,4,Savings,active,2023-02-09,391290.61
1279,AC00001279,18,3,Current,active,2024-02-03,423788.01
1280,AC00001280,93,1,saving,Active,2025-06-26,114660.28
1281,AC00001281,66,1,Current,Active,2023-01-04,202042.59
1282,AC00001282,45,3,saving,active,2025-04-27,56819.17
1283,AC00001283,42,3,Fixed Deposit,Closed,2025-11-06,256678.65
1284,AC00001284,15,2,CURRENT,Closed,2024-06-03,18441.9
1285,AC00001285,64,4,Current,Active,2023-05-27,287683.48
1286,AC00001286,1,4,Fixed Deposit,Inactive,2024-11-08,429712.21
1287,AC00001287,82,1,Savings,active,2022-12-01,341952.47
1288,AC00001288,21,3,Fixed Deposit,Inactive,2025-12-23,296701.74
1289,AC00001289,72,2,Current,Active,2023-09-15,325698.27
1290,AC00001290,76,1,Current,Dormant,2022-12-08,135933.37
1291,AC00001291,14,3,saving,Closed,2023-02-04,497556.75
1292,AC00001292,84,3,Savings,Inactive,2023-04-15,267620.57
1293,AC00001293,18,2,Current,Dormant,2025-09-14,304135.64
1294,AC00001294,11,4,saving,Dormant,2025-11-17,158820.03
1295,AC00001295,29,2,Fixed Deposit,Closed,2023-08-21,443660.83
1296,AC00001296,21,4,saving,active,2022-08-26,164368.29
1297,AC00001297,18,4,Savings,Inactive,2023-06-18,242742.31
1298,AC00001298,91,2,Current,Inactive,2024-02-01,69163.53
1299,AC00001299,29,2,saving,active,2026-01-10,48007.76
1300,AC00001300,37,1,saving,active,2023-02-22,64169.1
1301,AC00001301,98,3,Fixed Deposit,active,2022-07-07,223530.03
1302,AC00001302,16,4,Current,Inactive,2022-10-29,77125.09
1303,AC00001303,23,2,Current,active,2024-05-03,209679.94
1304,AC00001304,33,3,Current,Inactive,2023-07-26,163738.43
1305,AC00001305,58,2,CURRENT,Inactive,2025-12-20,284925.85
1306,AC00001306,85,3,Savings,Closed,2025-07-17,171876.09
1307,AC00001307,22,2,Fixed Deposit,Active,2022-11-04,84857.84
1308,AC00001308,41,3,saving,Dormant,2025-01-27,299195.63
1309,AC00001309,62,4,saving,active,2026-01-21,166466.44
1310,AC00001310,18,2,Savings,Inactive,2023-01-29,204776.24
1311,AC00001311,9,2,Savings,Closed,2024-10-13,336612.99
1312,AC00001312,96,4,Current,active,2024-11-14,249234.55
1313,AC00001313,23,1,saving,Closed,2023-11-11,203005.14
1314,AC00001314,37,4,Savings,Dormant,2024-02-19,78552.24
1315,AC00001315,99,3,saving,active,2025-10-11,167552.05
1316,AC00001316,5,3,Current,Active,2022-10-23,480990.6
1317,AC00001317,66,1,Current,Closed,2023-01-27,473921.07
1318,AC00001318,35,4,saving,Active,2025-06-03,23600.55
1319,AC00001319,7,3,saving,active,2022-07-16,233262.41
1320,AC00001320,82,1,Savings,Closed,2025-10-25,404570.79
1321,AC00001321,27,4,Current,Closed,2025-03-09,21214.56
1322,AC00001322,47,1,Savings,active,2025-10-24,484426.99
1323,AC00001323,56,3,Fixed Deposit,active,2025-12-23,329463.19
1324,AC00001324,62,4,Current,active,2025-05-25,17581.21
1325,AC00001325,55,1,saving,Closed,2024-10-24,23057.71
1326,AC00001326,47,3,Fixed Deposit,Closed,2025-05-08,179047.48
1327,AC00001327,44,4,Current,Active,2023-02-28,166618.54
1328,AC00001328,90,4,saving,Active,2024-01-24,296098.65
1329,AC00001329,38,4,Savings,Closed,2023-05-26,41949.32
1330,AC00001330,32,3,CURRENT,Dormant,2025-03-23,34019.83
1331,AC00001331,76,1,Current,Inactive,2022-11-24,64850.24
1332,AC00001332,8,1,Fixed Deposit,Active,2025-12-10,139648.13
1333,AC00001333,86,4,Savings,active,2025-01-03,193869.21
1334,AC00001334,85,3,saving,Closed,2023-07-28,456416.82
1335,AC00001335,95,3,Fixed Deposit,Dormant,2023-01-31,63292.1
1336,AC00001336,86,3,saving,active,2023-06-29,331152.89
1337,AC00001337,12,4,Fixed Deposit,Inactive,2023-01-19,322369.9
1338,AC00001338,92,4,Current,Dormant,2023-01-02,479920.78
1339,AC00001339,82,3,Current,Inactive,2026-02-21,242670.62
1340,AC00001340,4,3,Current,Closed,2023-01-31,104191.65
1341,AC00001341,54,4,Current,Inactive,2024-11-01,68608.73
1342,AC00001342,79,2,Fixed Deposit,Dormant,2024-04-20,45441.98
1343,AC00001343,94,3,Savings,Closed,2026-02-09,151932.8
1344,AC00001344,81,1,Fixed Deposit,Dormant,2023-03-17,367954.68
1345,AC00001345,38,4,Current,Dormant,2024-03-31,476911.0
1346,AC00001346,33,2,Current,Closed,2025-01-12,73010.16
1347,AC00001347,27,4,Fixed Deposit,active,2024-11-24,45125.3
1348,AC00001348,7,4,Current,Closed,2026-05-08,332939.62
1349,AC00001349,3,2,Current,active,2025-10-15,328903.12
1350,AC00001350,77,1,Savings,Closed,2026-03-25,81225.52
1351,AC00001351,92,3,Current,active,2024-02-03,62624.26
1352,AC00001352,91,2,Fixed Deposit,active,2022-11-18,86011.65
1353,AC00001353,22,3,saving,active,2023-07-04,178894.88
1354,AC00001354,8,2,CURRENT,active,2024-11-15,389000.87
1355,AC00001355,91,1,Savings,active,2024-08-24,456421.6
1356,AC00001356,34,3,Savings,Active,2024-11-03,97306.92
1357,AC00001357,98,4,saving,Inactive,2023-12-23,301805.97
1358,AC00001358,59,4,Fixed Deposit,Active,2023-05-18,110397.97
1359,AC00001359,16,2,saving,Dormant,2025-11-26,424954.62
1360,AC00001360,77,2,Current,Closed,2024-12-13,79409.81
1361,AC00001361,62,4,Current,active,2026-02-21,141533.9
1362,AC00001362,82,2,Savings,Active,2026-02-05,457223.01
1363,AC00001363,16,2,Savings,Closed,2026-01-09,50372.18
1364,AC00001364,62,3,Savings,Active,2026-05-13,14438.21
1365,AC00001365,58,1,Fixed Deposit,Active,2023-07-30,255805.06
1366,AC00001366,11,2,Fixed Deposit,Inactive,2024-04-06,384774.43
1367,AC00001367,20,3,saving,Closed,2025-07-05,49138.09
1368,AC00001368,40,1,Fixed Deposit,Dormant,2022-09-03,189970.46
1369,AC00001369,18,3,Fixed Deposit,active,2024-07-27,50865.88
1370,AC00001370,14,2,Fixed Deposit,Inactive,2023-04-27,185781.77
1371,AC00001371,35,4,Current,Dormant,2022-10-08,488193.13
1372,AC00001372,36,3,Fixed Deposit,Inactive,2025-09-24,499922.17
1373,AC00001373,61,3,Current,active,2024-07-05,25545.25
1374,AC00001374,80,4,Fixed Deposit,Dormant,2026-03-01,300389.42
1375,AC00001375,18,2,Savings,active,2024-04-11,183477.28
1376,AC00001376,64,1,CURRENT,active,2025-09-11,203290.16
1377,AC00001377,50,3,Fixed Deposit,Inactive,2025-03-05,245997.68
1378,AC00001378,17,2,CURRENT,Closed,2024-11-14,797.85
1379,AC00001379,30,3,Current,Inactive,2024-10-20,93211.07
1380,AC00001380,97,4,saving,Active,2023-12-01,94003.51
1381,AC00001381,41,2,CURRENT,Inactive,2024-09-24,445540.44
1382,AC00001382,61,4,saving,Active,2023-07-28,284206.78
1383,AC00001383,67,2,CURRENT,Active,2024-12-05,360780.91
1384,AC00001384,46,4,Savings,Active,2024-04-08,205376.52
1385,AC00001385,65,3,Fixed Deposit,Inactive,2023-07-25,91088.98
1386,AC00001386,71,1,saving,Inactive,2026-03-07,444184.52
1387,AC00001387,6,1,Current,Closed,2025-06-10,308871.99
1388,AC00001388,91,4,CURRENT,Active,2026-02-28,15904.73
1389,AC00001389,32,2,Current,Inactive,2025-11-22,353204.97
1390,AC00001390,71,3,Fixed Deposit,Active,2024-02-22,372963.21
1391,AC00001391,78,2,Current,active,2022-07-24,332640.16
1392,AC00001392,78,3,Current,Inactive,2024-11-08,374050.99
1393,AC00001393,64,1,Savings,active,2022-12-07,181024.95
1394,AC00001394,70,2,Fixed Deposit,Inactive,2024-03-31,260388.91
1395,AC00001395,78,1,Savings,Closed,2023-11-15,25156.99
1396,AC00001396,65,1,Savings,Dormant,2025-06-15,210003.44
1397,AC00001397,44,3,Fixed Deposit,Closed,2025-03-04,359814.49
1398,AC00001398,61,4,saving,Closed,2024-05-30,71294.78
1399,AC00001399,49,2,Fixed Deposit,Active,2023-02-07,201465.1
1400,AC00001400,59,2,Fixed Deposit,Closed,2022-06-25,206186.67
1401,AC00001401,21,3,Current,Dormant,2024-06-17,10597.85
1402,AC00001402,2,3,Savings,Inactive,2024-09-11,184628.12
1403,AC00001403,98,2,Savings,Closed,2026-01-01,470151.51
1404,AC00001404,60,2,CURRENT,Active,2025-03-18,462386.5
1405,AC00001405,39,4,CURRENT,Inactive,2024-12-06,243035.05
1406,AC00001406,77,4,Savings,Closed,2023-12-04,343121.07
1407,AC00001407,50,3,saving,active,2022-07-15,137352.79
1408,AC00001408,48,3,Fixed Deposit,active,2023-09-25,32514.74
1409,AC00001409,25,2,Current,Active,2022-07-21,124833.77
1410,AC00001410,42,1,saving,Inactive,2025-04-04,477386.37
1411,AC00001411,4,2,saving,Inactive,2024-05-08,254228.5
1412,AC00001412,60,4,CURRENT,active,2022-07-08,408878.31
1413,AC00001413,68,3,Fixed Deposit,Active,2025-02-01,163309.56
1414,AC00001414,9,4,Fixed Deposit,Inactive,2024-10-10,152032.37
1415,AC00001415,23,1,Savings,Closed,2023-02-18,416738.03
1416,AC00001416,58,3,Savings,Dormant,2025-05-15,389302.48
1417,AC00001417,68,2,Savings,Inactive,2025-07-20,419920.74
1418,AC00001418,13,2,Current,Dormant,2024-09-01,45578.5
1419,AC00001419,46,1,Savings,Closed,2023-10-22,323931.65
1420,AC00001420,87,4,Savings,Active,2022-08-17,208960.63
1421,AC00001421,50,3,Current,Closed,2023-03-13,405695.14
1422,AC00001422,16,2,saving,Dormant,2025-01-24,21855.21
1423,AC00001423,69,4,Savings,Inactive,2022-07-16,459031.85
1424,AC00001424,11,2,Savings,Inactive,2026-02-22,164326.5
1425,AC00001425,29,2,CURRENT,active,2025-02-19,150020.55
1426,AC00001426,24,2,saving,Closed,2023-03-05,181182.37
1427,AC00001427,71,1,CURRENT,Inactive,2025-12-21,321802.16
1428,AC00001428,75,3,Savings,Active,2023-12-26,150869.48
1429,AC00001429,78,4,Current,Inactive,2023-08-14,497518.39
1430,AC00001430,19,3,Savings,Closed,2022-12-05,212086.99
1431,AC00001431,38,4,CURRENT,Active,2022-09-07,323394.63
1432,AC00001432,50,1,Fixed Deposit,Closed,2025-06-30,317236.67
1433,AC00001433,4,1,Current,Closed,2026-02-14,314333.67
1434,AC00001434,94,2,Fixed Deposit,Closed,2023-06-17,463202.09
1435,AC00001435,99,1,CURRENT,Active,2026-03-05,274997.81
1436,AC00001436,44,3,Savings,Closed,2026-03-04,202767.84
1437,AC00001437,80,3,Current,Dormant,2025-03-02,293271.55
1438,AC00001438,27,3,Savings,Closed,2023-08-26,124998.56
1439,AC00001439,81,1,saving,Closed,2024-11-10,392159.48
1440,AC00001440,60,1,CURRENT,Closed,2025-02-09,120552.11
1441,AC00001441,45,3,CURRENT,Closed,2023-11-02,109690.68
1442,AC00001442,6,2,saving,active,2023-03-24,383714.48
1443,AC00001443,11,1,saving,Dormant,2022-07-01,56257.96
1444,AC00001444,77,2,Savings,Active,2022-11-09,475102.07
1445,AC00001445,46,1,Current,Inactive,2025-03-18,416727.87
1446,AC00001446,14,1,Current,Dormant,2024-09-02,130623.8
1447,AC00001447,50,2,saving,Closed,2022-09-27,66370.82
1448,AC00001448,15,4,CURRENT,Active,2025-09-20,495934.94
1449,AC00001449,9,2,saving,Active,2024-03-03,28883.48
1450,AC00001450,76,4,CURRENT,Closed,2023-02-11,385753.89
1451,AC00001451,77,1,Savings,Active,2025-12-18,197322.12
1452,AC00001452,44,2,Current,Active,2022-07-25,426111.83
1453,AC00001453,33,3,CURRENT,Dormant,2023-10-25,95077.31
1454,AC00001454,38,4,saving,Active,2022-10-18,455678.42
1455,AC00001455,54,3,Fixed Deposit,Closed,2024-02-17,79118.79
1456,AC00001456,33,2,Fixed Deposit,Active,2026-02-05,50971.01
1457,AC00001457,4,4,Current,Inactive,2025-11-25,85732.68
1458,AC00001458,66,1,saving,active,2023-12-26,478693.89
1459,AC00001459,60,4,CURRENT,Dormant,2024-06-10,403280.2
1460,AC00001460,47,1,Savings,active,2024-07-22,406994.79
1461,AC00001461,86,1,Fixed Deposit,Inactive,2025-02-17,183713.6
1462,AC00001462,54,3,Current,Closed,2023-05-18,228869.92
1463,AC00001463,10,3,Savings,Inactive,2025-10-23,370188.46
1464,AC00001464,11,1,CURRENT,active,2024-11-19,417772.46
1465,AC00001465,78,3,Current,Dormant,2025-01-14,486330.56
1466,AC00001466,36,1,Savings,Closed,2023-05-01,32727.01
1467,AC00001467,32,1,Fixed Deposit,active,2023-10-15,57712.77
1468,AC00001468,31,2,Current,Dormant,2025-06-23,115907.02
1469,AC00001469,55,1,Savings,Closed,2023-06-06,433726.11
1470,AC00001470,50,2,CURRENT,active,2023-08-12,176249.09
1471,AC00001471,7,1,CURRENT,Active,2024-06-03,77454.88
1472,AC00001472,36,2,Fixed Deposit,Active,2024-05-04,490324.31
1473,AC00001473,34,4,CURRENT,active,2026-01-28,393593.98
1474,AC00001474,80,4,saving,Dormant,2026-02-17,195615.9
1475,AC00001475,11,2,Savings,Dormant,2022-07-27,216301.96
1476,AC00001476,13,1,CURRENT,active,2023-04-29,35438.17
1477,AC00001477,26,1,Current,Active,2023-08-13,98023.14
1478,AC00001478,11,1,CURRENT,Dormant,2023-03-15,106572.39
1479,AC00001479,33,2,saving,Active,2022-06-15,294822.9
1480,AC00001480,34,2,Fixed Deposit,Closed,2025-08-07,41057.09
1481,AC00001481,76,3,Current,Dormant,2022-12-22,494882.46
1482,AC00001482,97,3,saving,active,2024-04-10,492798.21
1483,AC00001483,35,2,Current,Inactive,2025-07-14,3138.55
1484,AC00001484,42,1,CURRENT,Active,2023-07-30,382611.66
1485,AC00001485,74,4,saving,Dormant,2023-12-07,231591.04
1486,AC00001486,52,3,CURRENT,Inactive,2022-11-07,178089.54
1487,AC00001487,33,4,Savings,active,2024-07-11,141210.6
1488,AC00001488,40,2,Fixed Deposit,Closed,2025-08-20,180491.04
1489,AC00001489,24,3,saving,Closed,2024-09-16,488089.39
1490,AC00001490,42,1,Current,active,2022-09-08,63617.4
1491,AC00001491,46,2,Fixed Deposit,Active,2024-12-24,309884.72
1492,AC00001492,62,3,Current,Active,2025-10-25,133662.38
1493,AC00001493,20,1,CURRENT,Active,2025-05-28,102858.52
1494,AC00001494,8,4,CURRENT,active,2025-05-12,149402.43
1495,AC00001495,97,1,Fixed Deposit,Closed,2024-05-21,454677.53
1496,AC00001496,60,4,Savings,Closed,2025-02-27,427221.87
1497,AC00001497,86,3,Current,active,2024-05-12,202690.16
1498,AC00001498,72,4,CURRENT,active,2025-05-02,263370.56
1499,AC00001499,97,2,Fixed Deposit,Inactive,2025-09-30,419695.24
1500,AC00001500,77,2,Current,Active,2026-02-27,431390.36
1501,AC00001501,51,4,Savings,Dormant,2023-06-08,269159.02
1502,AC00001502,99,1,saving,Closed,2024-12-31,3447.73
1503,AC00001503,5,4,saving,active,2022-11-22,305308.4
1504,AC00001504,52,1,Fixed Deposit,Closed,2023-03-31,130871.82
1505,AC00001505,33,2,Fixed Deposit,Active,2023-05-18,1172.63
1506,AC00001506,34,4,saving,Closed,2024-07-08,153307.97
1507,AC00001507,82,2,CURRENT,active,2022-07-24,454752.56
1508,AC00001508,74,2,Current,Inactive,2025-12-21,374198.04
1509,AC00001509,21,1,Current,Inactive,2025-05-25,290163.84
1510,AC00001510,4,2,Savings,Closed,2025-07-02,69448.71
1511,AC00001511,88,1,Current,Inactive,2025-06-22,278629.9
1512,AC00001512,82,3,Current,Inactive,2026-02-13,154456.36
1513,AC00001513,87,3,Savings,Dormant,2022-06-04,307700.11
1514,AC00001514,27,1,saving,Inactive,2025-01-12,99422.4
1515,AC00001515,38,2,Current,Active,2025-01-21,124591.98
1516,AC00001516,44,1,saving,Dormant,2025-04-12,469313.11
1517,AC00001517,89,1,CURRENT,Closed,2024-07-24,475356.18
1518,AC00001518,77,2,Savings,Closed,2023-03-09,103164.05
1519,AC00001519,60,2,Fixed Deposit,Closed,2022-10-27,94597.69
1520,AC00001520,92,1,Fixed Deposit,Dormant,2026-04-28,161071.48
1521,AC00001521,39,2,Savings,active,2025-02-13,426550.18
1522,AC00001522,33,4,Current,Dormant,2025-02-18,238280.2
1523,AC00001523,44,3,Current,active,2023-02-28,475317.23
1524,AC00001524,64,1,CURRENT,Closed,2025-03-22,468789.35
1525,AC00001525,100,2,Current,active,2024-05-30,179372.09
1526,AC00001526,81,4,saving,Active,2022-09-08,291552.92
1527,AC00001527,70,3,Savings,Dormant,2023-09-22,161248.57
1528,AC00001528,87,1,Current,Inactive,2025-05-23,443251.55
1529,AC00001529,82,1,saving,Inactive,2025-03-12,476318.26
1530,AC00001530,50,4,Savings,Active,2026-04-06,20672.31
1531,AC00001531,1,4,CURRENT,Closed,2023-10-12,364314.65
1532,AC00001532,5,3,Savings,Dormant,2023-11-05,399785.64
1533,AC00001533,27,1,Current,Closed,2022-07-16,128324.59
1534,AC00001534,97,1,Savings,Closed,2025-04-07,398164.73
1535,AC00001535,71,3,CURRENT,active,2025-03-16,101043.62
1536,AC00001536,22,4,saving,Active,2025-03-20,112035.2
1537,AC00001537,66,4,Fixed Deposit,Active,2024-10-03,179498.56
1538,AC00001538,34,1,Savings,Active,2025-08-14,475735.33
1539,AC00001539,100,2,Fixed Deposit,Closed,2025-12-26,95685.4
1540,AC00001540,79,3,CURRENT,active,2022-06-07,245245.99
1541,AC00001541,40,3,saving,Dormant,2024-07-16,134269.76
1542,AC00001542,88,1,Fixed Deposit,Dormant,2022-06-27,115031.64
1543,AC00001543,21,4,Savings,Active,2024-09-18,279249.87
1544,AC00001544,13,1,CURRENT,Closed,2024-02-08,282492.08
1545,AC00001545,11,1,Fixed Deposit,Closed,2024-08-09,267035.9
1546,AC00001546,42,3,Savings,Active,2024-12-09,93081.74
1547,AC00001547,69,4,Current,Closed,2022-06-23,135519.71
1548,AC00001548,74,2,Current,Closed,2023-12-04,203927.61
1549,AC00001549,48,3,Fixed Deposit,Inactive,2023-04-23,453257.12
1550,AC00001550,85,4,CURRENT,Active,2023-09-16,378396.17
1551,AC00001551,75,3,Savings,Closed,2024-06-10,368861.08
1552,AC00001552,43,4,Savings,Inactive,2024-01-07,387431.13
1553,AC00001553,89,1,Savings,Closed,2024-07-16,255892.62
1554,AC00001554,46,1,CURRENT,Inactive,2025-09-02,273444.71
1555,AC00001555,15,1,Fixed Deposit,Inactive,2024-03-15,208633.52
1556,AC00001556,4,4,Current,Inactive,2024-01-30,418489.39
1557,AC00001557,60,3,Savings,Dormant,2025-10-14,205244.84
1558,AC00001558,14,1,Current,Closed,2022-11-19,119125.24
1559,AC00001559,16,4,CURRENT,Inactive,2023-06-01,293481.97
1560,AC00001560,89,1,Savings,Dormant,2024-04-28,168083.53
1561,AC00001561,45,4,CURRENT,Closed,2024-05-01,348457.92
1562,AC00001562,80,4,Savings,Dormant,2023-09-10,427792.74
1563,AC00001563,36,4,saving,Dormant,2023-10-11,94239.89
1564,AC00001564,9,2,saving,active,2025-08-23,455687.26
1565,AC00001565,52,1,saving,Closed,2026-01-14,16013.94
1566,AC00001566,97,2,saving,active,2022-09-08,471735.43
1567,AC00001567,76,3,saving,active,2024-09-11,497094.15
1568,AC00001568,16,2,Savings,Closed,2023-10-24,448077.2
1569,AC00001569,3,1,saving,Closed,2025-02-21,311453.72
1570,AC00001570,48,4,Current,Inactive,2023-05-30,398119.44
1571,AC00001571,33,3,Fixed Deposit,Active,2024-07-27,485509.86
1572,AC00001572,54,3,Current,Dormant,2023-06-08,341555.48
1573,AC00001573,30,2,Current,Inactive,2024-01-18,264791.27
1574,AC00001574,32,4,saving,active,2023-06-07,335610.74
1575,AC00001575,28,4,CURRENT,Active,2025-09-04,384124.56
1576,AC00001576,66,3,Fixed Deposit,Closed,2025-12-16,136920.73
1577,AC00001577,68,3,CURRENT,Active,2024-03-19,438958.02
1578,AC00001578,11,2,CURRENT,Dormant,2024-09-08,291336.36
1579,AC00001579,97,3,saving,active,2025-05-12,178719.63
1580,AC00001580,61,1,Current,Dormant,2023-11-27,330390.94
1581,AC00001581,96,2,Current,Closed,2025-11-01,45333.74
1582,AC00001582,12,4,Savings,Active,2024-06-19,284428.38
1583,AC00001583,29,3,Savings,Dormant,2022-07-14,120554.47
1584,AC00001584,37,3,Current,Dormant,2026-03-22,289045.49
1585,AC00001585,90,2,Savings,Dormant,2024-11-29,80956.23
1586,AC00001586,50,4,Fixed Deposit,Closed,2023-06-07,39517.74
1587,AC00001587,84,1,CURRENT,Closed,2024-03-29,75342.65
1588,AC00001588,8,2,saving,active,2023-01-15,30525.12
1589,AC00001589,76,1,Fixed Deposit,Closed,2024-07-20,5332.14
1590,AC00001590,5,2,saving,active,2024-01-01,368405.19
1591,AC00001591,83,4,Fixed Deposit,Closed,2024-03-23,123792.25
1592,AC00001592,38,2,Savings,Inactive,2026-01-12,40179.34
1593,AC00001593,55,1,Current,Closed,2023-11-30,476654.16
1594,AC00001594,73,2,CURRENT,Dormant,2026-03-17,275014.26
1595,AC00001595,100,2,saving,Dormant,2025-08-20,459046.04
1596,AC00001596,79,1,saving,Dormant,2023-06-02,328250.78
1597,AC00001597,64,4,Savings,Dormant,2023-08-25,159459.74
1598,AC00001598,65,4,Savings,Dormant,2025-06-06,435976.11
1599,AC00001599,20,3,CURRENT,Inactive,2022-07-12,271926.75
1600,AC00001600,48,4,CURRENT,Inactive,2026-02-22,31992.04
1601,AC00001601,41,1,Current,Closed,2023-06-24,294759.05
1602,AC00001602,61,2,saving,Inactive,2025-12-15,170273.36
1603,AC00001603,15,2,CURRENT,Active,2025-10-06,71763.78
1604,AC00001604,61,1,Fixed Deposit,active,2025-01-16,496544.25
1605,AC00001605,20,3,saving,Dormant,2023-04-17,108301.33
1606,AC00001606,91,3,Fixed Deposit,Inactive,2024-11-10,34463.61
1607,AC00001607,2,4,Savings,Closed,2022-09-01,447371.18
1608,AC00001608,63,1,Fixed Deposit,Inactive,2023-08-21,404372.18
1609,AC00001609,67,2,Current,Active,2022-12-29,85172.99
1610,AC00001610,86,3,Fixed Deposit,Active,2025-03-23,3577.66
1611,AC00001611,83,1,Current,Dormant,2025-08-07,277127.48
1612,AC00001612,55,3,saving,Dormant,2025-04-02,325052.63
1613,AC00001613,91,4,Fixed Deposit,Inactive,2023-12-07,276927.44
1614,AC00001614,61,2,Current,Closed,2026-02-04,74553.23
1615,AC00001615,70,1,Fixed Deposit,Active,2023-03-29,66906.14
1616,AC00001616,18,4,Savings,Closed,2024-09-02,215392.53
1617,AC00001617,75,1,CURRENT,Closed,2023-05-01,418253.48
1618,AC00001618,50,2,Savings,Closed,2025-12-17,209950.47
1619,AC00001619,34,2,Current,Inactive,2024-01-28,409706.8
1620,AC00001620,33,3,Current,Active,2025-09-05,7805.51
1621,AC00001621,24,4,CURRENT,Inactive,2024-09-01,127434.7
1622,AC00001622,89,1,Savings,Inactive,2025-11-09,235900.7
1623,AC00001623,33,2,saving,active,2023-06-30,16704.09
1624,AC00001624,81,1,Fixed Deposit,active,2026-02-08,380748.51
1625,AC00001625,76,2,Savings,active,2022-07-14,332392.54
1626,AC00001626,29,3,Fixed Deposit,Dormant,2024-03-29,457837.12
1627,AC00001627,27,4,saving,Inactive,2024-12-05,487849.28
1628,AC00001628,57,1,Current,Closed,2025-02-02,272184.91
1629,AC00001629,82,2,Current,Closed,2024-10-26,97232.39
1630,AC00001630,91,3,saving,active,2025-08-29,388971.91
1631,AC00001631,37,4,saving,Dormant,2024-10-18,403725.12
1632,AC00001632,80,1,Current,Dormant,2023-11-10,335821.51
1633,AC00001633,66,2,Fixed Deposit,Closed,2025-10-20,465669.69
1634,AC00001634,91,1,CURRENT,Closed,2024-09-05,255550.88
1635,AC00001635,31,2,Fixed Deposit,Dormant,2023-03-08,428613.03
1636,AC00001636,81,4,Savings,active,2025-02-18,195277.81
1637,AC00001637,58,1,Savings,Closed,2026-01-31,56928.09
1638,AC00001638,80,4,saving,Dormant,2024-08-24,181230.07
1639,AC00001639,74,3,Savings,Inactive,2024-08-16,274899.63
1640,AC00001640,66,4,Current,Dormant,2024-12-10,479018.6
1641,AC00001641,66,2,Savings,Closed,2022-07-08,9524.66
1642,AC00001642,76,4,Current,Inactive,2024-02-25,251789.31
1643,AC00001643,74,3,Fixed Deposit,Active,2024-12-07,424119.98
1644,AC00001644,58,3,saving,Active,2023-11-13,487956.89
1645,AC00001645,84,4,Fixed Deposit,active,2025-08-31,129191.62
1646,AC00001646,21,3,saving,Closed,2023-05-15,62806.85
1647,AC00001647,12,3,Savings,active,2024-11-23,434718.34
1648,AC00001648,18,2,saving,active,2022-06-28,267376.83
1649,AC00001649,69,4,Fixed Deposit,active,2024-10-12,411868.36
1650,AC00001650,14,2,saving,Active,2024-07-06,346186.89
1651,AC00001651,13,1,CURRENT,Dormant,2023-01-01,175808.24
1652,AC00001652,81,1,Fixed Deposit,Closed,2025-12-22,131481.63
1653,AC00001653,84,3,Savings,Active,2023-12-07,249668.07
1654,AC00001654,17,3,saving,Inactive,2025-03-05,259486.4
1655,AC00001655,41,1,Savings,Dormant,2024-10-25,172601.86
1656,AC00001656,62,2,CURRENT,Closed,2022-11-22,148969.79
1657,AC00001657,61,1,CURRENT,Closed,2023-10-17,129900.42
1658,AC00001658,4,2,CURRENT,Dormant,2024-12-30,118393.74
1659,AC00001659,98,4,saving,Closed,2024-05-14,379466.68
1660,AC00001660,11,4,saving,Closed,2023-06-29,240873.48
1661,AC00001661,65,3,Current,Dormant,2023-02-12,483625.32
1662,AC00001662,48,2,CURRENT,active,2026-04-07,207787.39
1663,AC00001663,85,4,Savings,Closed,2023-01-14,324767.26
1664,AC00001664,98,2,Fixed Deposit,active,2023-08-25,199345.13
1665,AC00001665,53,3,Savings,Inactive,2023-07-25,148920.3
1666,AC00001666,14,2,Fixed Deposit,active,2024-12-25,303959.58
1667,AC00001667,22,4,Fixed Deposit,Dormant,2024-06-13,423234.14
1668,AC00001668,42,3,Current,active,2025-06-06,265727.86
1669,AC00001669,100,3,saving,Inactive,2025-02-26,36944.2
1670,AC00001670,72,2,Fixed Deposit,Closed,2024-11-26,279663.93
1671,AC00001671,31,4,Current,Closed,2023-01-08,271926.85
1672,AC00001672,40,3,Fixed Deposit,Inactive,2025-01-09,29716.59
1673,AC00001673,96,4,Savings,Dormant,2023-12-30,207321.2
