customer_id,customer_code,full_name,gender,date_of_birth,email,phone_number,city,kyc_status,created_at,updated_at
204,CUST00204,Stacey Kerr,Other,1963-10-14,scottcarl@example.net,857.669.2347,Biratnagar,verified,2025-08-09,2025-08-15
205,CUST00205,Paul Kane,Female,1959-04-10,leon29@example.com,001-388-948-9723x7890,Butwal,Pending,2025-03-27,2026-04-04
206,CUST00206,Sara Chavez,,1991-05-11,julieflowers@example.com,489-345-0332x9031,Biratnagar,Pending,2023-09-01,2023-12-06
207,CUST00207,Paul Carlson,Female,1952-07-05,maria30@example.com,498-875-1395x924,Lalitpur,Pending,2024-12-02,2025-01-16
208,CUST00208,Jose Sanchez,Male,1961-06-02,jacksonsharon@example.com,001-677-913-3583,Lalitpur,Rejected,2022-01-11,2022-04-24
209,CUST00209,Susan Beasley,Other,1994-11-04,youngwendy@example.net,521.712.9613x71811,Pokhara,pending,2022-08-07,2023-09-17
210,CUST00210,Alexis Hartman,,1977-02-09,russellkimberly@example.org,(305)251-2572,Lalitpur,Pending,2023-01-25,2023-05-12
211,CUST00211,Danny Sanders,Female,1966-07-22,osbornamy@example.org,001-931-378-0371x72164,Butwal,pending,2023-11-23,2024-02-17
212,CUST00212,John Willis,Other,1980-06-28,bethestrada@example.com,857.205.7775,Kathmandu,Rejected,2024-05-01,2024-10-03
213,CUST00213,Erica Marks,,1954-06-28,qswanson@example.net,+1-253-715-3837,Kathmandu,Pending,2021-07-15,2022-09-30
214,CUST00214,Patrick Bradley,,1990-06-25,nathanielknight@example.com,(868)906-1022,Biratnagar,Pending,2026-04-26,2027-01-05
215,CUST00215,Chelsea Ellis,Female,1958-07-15,jonathan44@example.com,605-547-2887x75133,Kathmandu,pending,2024-01-28,2024-06-17
216,CUST00216,Karen Morris,Female,1987-01-02,blake23@example.org,522-430-8274,Biratnagar,Verified,2023-03-27,2024-04-13
217,CUST00217,Linda Bruce,Female,1987-03-30,xdavis@example.com,(647)600-2303,Kathmandu,pending,2021-09-11,2022-04-13
218,CUST00218,Rebecca Washington,Other,1993-03-23,cbuck@example.net,(677)287-4782x256,Butwal,verified,2025-02-03,2025-11-23
219,CUST00219,Xavier Taylor,,2001-07-02,thomaswilliams@example.org,(533)588-8993x400,Kathmandu,pending,2021-12-04,2022-01-28
220,CUST00220,Travis Cummings,Other,1970-08-28,,(879)933-1008x5880,Kathmandu,Verified,2022-07-16,2023-10-27
221,CUST00221,Paige Lowe,Other,1997-01-02,joseph29@example.org,284.875.5070x66359,Lalitpur,pending,2022-09-08,2023-05-03
222,CUST00222,Stephanie Morgan,Male,1960-07-26,williamssusan@example.org,(927)453-2962x40409,Lalitpur,Verified,2023-06-25,2023-10-01
223,CUST00223,Todd Moses,Male,1979-07-15,calderonkeith@example.org,+1-364-895-3352x633,Butwal,verified,2025-10-04,2026-02-28
224,CUST00224,James Lewis,Female,1991-08-17,uwallace@example.org,9762232485,Kathmandu,Rejected,2024-05-30,2024-08-19
225,CUST00225,Brenda Mclean,Other,1962-08-22,bonillajames@example.org,+1-234-417-3008x3830,Butwal,Rejected,2024-08-08,2024-09-04
226,CUST00226,Crystal Gardner,Other,1990-06-11,wheelerpriscilla@example.com,+1-597-947-4277x9222,Lalitpur,pending,2023-06-19,2024-01-28
227,CUST00227,Marvin Curtis,,1984-12-07,rachelwalker@example.org,257-951-7033,Lalitpur,Pending,2024-04-06,2025-08-02
228,CUST00228,David Torres,Other,1971-12-06,zachary39@example.com,323.360.4306x503,Butwal,Pending,2025-10-28,2026-05-14
229,CUST00229,Debbie Spears,Other,1979-12-26,floresvanessa@example.net,(925)342-1137x52230,Kathmandu,pending,2022-08-23,2023-05-15
230,CUST00230,David Ferguson,Male,1958-12-22,daniel68@example.org,6799996202,Biratnagar,Verified,2025-07-16,2026-03-12
231,CUST00231,Virginia Jackson,Other,1967-05-22,devon26@example.net,+1-717-215-4995x4253,Pokhara,verified,2024-04-04,2024-09-29
232,CUST00232,Terry Mccoy,Female,2007-03-26,hdunn@example.com,(577)403-7190,Kathmandu,verified,2021-08-29,2022-08-13
233,CUST00233,Pedro Jones,Male,2007-06-26,wrightanthony@example.org,646-983-5160,Pokhara,Pending,2022-10-06,2022-12-30
234,CUST00234,Timothy Lewis,Other,1976-08-27,christine82@example.com,857-828-0585x29750,Kathmandu,Rejected,2022-07-06,2023-09-01
235,CUST00235,Tommy Jones,Male,1951-04-23,kristyvargas@example.com,9598324145,Pokhara,Pending,2024-03-02,2024-08-09
236,CUST00236,Lisa Ryan,Male,1989-04-25,jasonscott@example.org,001-586-717-0003,Pokhara,Verified,2025-04-20,2025-12-09
237,CUST00237,Steve Williams,Other,1957-03-23,gabrielleach@example.net,(673)696-2337x635,Biratnagar,Verified,2025-09-17,2026-07-01
238,CUST00238,Eddie Porter,Other,1982-02-22,jaredhogan@example.com,001-247-591-2491x4629,Butwal,Verified,2024-11-27,2026-02-21
239,CUST00239,Sheri Lewis,Male,1970-07-21,uguerra@example.org,882-587-5731x076,Biratnagar,Verified,2024-09-25,2025-05-27
240,CUST00240,Kenneth Henry,Male,1999-07-10,ijackson@example.net,721-564-6198,Lalitpur,verified,2025-08-20,2026-12-14
241,CUST00241,Nicholas Love,Female,1958-12-17,barroncourtney@example.org,(882)819-1943x4438,Butwal,Pending,2024-07-13,2024-12-06
242,CUST00242,Connor Fisher,,2003-10-01,kimcoleman@example.net,(649)531-7673,Pokhara,Rejected,2022-03-10,2023-02-14
243,CUST00243,Omar Hale Jr.,Other,1983-11-05,angela07@example.net,(853)984-5886x435,Biratnagar,verified,2024-10-23,2025-01-06
244,CUST00244,Anna Walton,Other,2007-09-27,loveshelley@example.com,+1-483-885-7652x0565,Biratnagar,Pending,2024-10-11,2025-07-17
245,CUST00245,Henry Rice,Other,1985-03-11,abigail00@example.org,7568390796,Biratnagar,Pending,2024-01-05,2024-01-30
246,CUST00246,Matthew Lewis,,1999-01-24,sabrina74@example.com,+1-777-370-5440,Biratnagar,Rejected,2025-06-11,2026-10-10
247,CUST00247,Amanda Lee,Male,1985-03-28,riossherry@example.org,270-997-0756x35075,Pokhara,Verified,2025-06-05,2026-02-11
248,CUST00248,Rhonda Brown,Female,2005-06-09,kingian@example.com,737.200.1299,Biratnagar,Rejected,2021-08-24,2022-12-02
249,CUST00249,Tracy Gould,,1989-03-08,omorgan@example.com,472-793-5698x43436,Butwal,pending,2024-06-22,2024-07-10
250,CUST00250,Stephen Burnett,Female,1985-10-20,javery@example.net,(345)462-4892,Biratnagar,pending,2022-08-26,2023-03-12
251,CUST00251,Jim Wilson,Other,1994-10-31,,(439)816-7237x2562,Kathmandu,pending,2026-01-29,2026-04-23
252,CUST00252,Jesse Martinez,,1998-05-28,catherinerogers@example.com,(743)367-3770,Biratnagar,Verified,2024-08-16,2025-07-12
253,CUST00253,Antonio Johnson,Female,2005-03-19,dylan61@example.org,374.239.2339x36581,Kathmandu,verified,2024-10-15,2025-03-11
254,CUST00254,Madeline Stewart,Male,1967-10-23,daniel72@example.org,843.847.5000,Biratnagar,Pending,2025-07-10,2026-05-12
255,CUST00255,Cassandra Carter,Other,1995-02-22,dannycox@example.net,+1-528-416-9260,Biratnagar,Verified,2022-05-03,2022-07-28
256,CUST00256,Shawn Johnson,Male,2005-12-25,theresaharmon@example.org,+1-390-636-5536,Kathmandu,Pending,2022-12-27,2023-04-02
257,CUST00257,Adrienne Rogers,,2005-08-02,martinsteven@example.net,+1-364-577-7559x263,Kathmandu,verified,2023-07-10,2024-04-29
258,CUST00258,Joseph Walker,Female,1987-12-19,gbooker@example.net,(766)776-0302,Pokhara,Verified,2025-01-25,2026-03-27
259,CUST00259,Karen Jackson,,1958-06-12,larry56@example.net,6133242817,Biratnagar,verified,2025-08-27,2026-03-19
260,CUST00260,Lauren Duran,Male,1994-08-02,gholden@example.net,(534)903-9374x29231,Lalitpur,Rejected,2021-12-31,2022-12-28
261,CUST00261,Nathaniel Garcia,Female,1963-10-24,yhall@example.com,727.634.2201,Butwal,verified,2025-04-17,2025-05-27
262,CUST00262,Lisa Kelly,,1990-02-17,markedwards@example.org,511-791-4941x617,Butwal,Verified,2024-06-19,2025-09-03
263,CUST00263,Ashley Padilla,Female,1964-03-17,zoe28@example.org,(344)257-7623x003,Lalitpur,Rejected,2024-04-10,2024-12-29
264,CUST00264,Renee Ramirez,Female,1970-02-25,johnsonernest@example.com,643.383.9886x88393,Kathmandu,Pending,2022-06-12,2023-05-25
265,CUST00265,Tiffany Morris,,1960-02-23,megan61@example.net,(596)859-0858x81995,Butwal,Verified,2022-08-29,2023-05-28
266,CUST00266,Angela Davis,Female,2006-12-12,mcardenas@example.org,6702710212,Butwal,verified,2022-10-03,2023-03-06
267,CUST00267,Terri Perry,Female,1966-01-17,ffoster@example.com,001-850-421-1029,Biratnagar,Rejected,2024-02-01,2024-10-16
268,CUST00268,Courtney Meyers,Other,1984-10-21,cassidywelch@example.net,001-536-583-8881x8677,Lalitpur,verified,2025-09-19,2026-02-13
269,CUST00269,Kerry Kelley,Female,1956-05-30,karen11@example.net,683.345.6000,Lalitpur,verified,2024-12-07,2026-02-03
270,CUST00270,Sarah Jones,Female,1987-10-03,matthewanderson@example.com,948.920.8061x38593,Lalitpur,Pending,2026-01-11,2026-03-22
271,CUST00271,Tracy Patel,Other,1986-02-12,brianna39@example.net,(910)818-1832x30352,Biratnagar,Pending,2023-06-20,2024-08-11
272,CUST00272,Christopher Adams,Male,1987-04-15,dennis07@example.net,975-460-7363x0849,Kathmandu,Verified,2024-10-11,2025-05-25
273,CUST00273,Mercedes Gonzales,,1963-07-21,,7215637633,Biratnagar,Rejected,2023-03-16,2024-06-14
274,CUST00274,Lisa Perez,Male,1964-08-09,dawnperez@example.com,937.720.8844x972,Kathmandu,verified,2025-11-30,2026-06-02
275,CUST00275,Jennifer Dixon,Male,2001-12-04,qtaylor@example.com,4386989871,Biratnagar,pending,2022-04-26,2022-11-16
276,CUST00276,Margaret Brooks,,1973-08-17,ngross@example.net,001-278-501-6456x672,Lalitpur,Pending,2024-07-11,2025-01-31
277,CUST00277,Andrea Martin,Male,1980-04-26,wallacechristine@example.org,264.740.9500x124,Lalitpur,Rejected,2021-07-09,2022-06-22
278,CUST00278,Sara Hicks,,1998-09-15,chad76@example.net,+1-847-468-1768x425,Pokhara,Rejected,2022-11-29,2023-09-23
279,CUST00279,Philip Yang,Female,1979-07-06,dcoleman@example.org,+1-927-322-2479x817,Lalitpur,Pending,2025-05-27,2026-02-28
280,CUST00280,Ann Miller,Female,1994-05-14,elliottamanda@example.org,(846)709-9745x1793,Biratnagar,pending,2025-04-06,2025-06-09
281,CUST00281,Jennifer Jones,Female,1959-09-29,kerrjustin@example.net,+1-229-939-1881x061,Butwal,Rejected,2025-06-20,2026-07-17
282,CUST00282,Brandy Roach,,1987-10-24,ygriffin@example.net,329.542.7466,Kathmandu,pending,2022-05-19,2023-03-26
283,CUST00283,Sarah Hartman,Male,1993-02-22,jessica81@example.net,9716729602,Biratnagar,Verified,2023-05-29,2024-09-03
284,CUST00284,Kristin Taylor,,1998-05-20,chubbard@example.com,358-834-2609,Lalitpur,Verified,2025-07-20,2025-10-24
285,CUST00285,Rebecca Foley,,1995-04-16,abigail93@example.org,(353)701-0392x857,Pokhara,pending,2024-07-05,2025-05-21
286,CUST00286,Kevin Peterson,Female,1952-09-12,jennifer28@example.org,(468)847-4149x16662,Kathmandu,pending,2022-10-19,2023-01-22
287,CUST00287,Lindsay May,Male,1976-04-27,mcmahontracie@example.com,001-935-632-1506x959,Pokhara,pending,2022-03-20,2023-03-20
288,CUST00288,Jacqueline Lewis,,1984-10-19,bryan09@example.com,(822)220-2329x490,Butwal,Rejected,2023-06-10,2024-09-22
289,CUST00289,Rhonda Soto,,1975-02-19,xsantana@example.com,001-512-439-0037,Pokhara,verified,2025-08-20,2026-08-20
290,CUST00290,William Hendrix,,1958-11-08,leachkimberly@example.org,(969)615-9106x7405,Lalitpur,pending,2023-07-04,2024-10-30
291,CUST00291,Michelle Erickson MD,Female,1984-04-20,,996-782-5838,Butwal,Verified,2022-11-27,2023-02-20
292,CUST00292,Kimberly Copeland,,1973-05-03,,7589708939,Biratnagar,pending,2024-08-21,2025-04-28
293,CUST00293,Ricardo Williams,,1952-06-26,,001-868-213-8616,Kathmandu,Verified,2025-01-06,2025-11-21
294,CUST00294,Victoria Perry,Female,1994-03-07,michael12@example.com,001-970-592-1661x0875,Kathmandu,Rejected,2022-07-05,2023-04-29
295,CUST00295,John Stephens,Male,1978-07-21,whitakerstephanie@example.org,+1-684-815-4977x337,Lalitpur,Pending,2021-10-16,2022-04-14
296,CUST00296,Victor Delgado,,1981-06-29,rhodesgregory@example.com,583.975.7321,Lalitpur,Verified,2026-02-22,2026-05-31
297,CUST00297,Lisa Heath,Female,2005-07-26,smithjeffrey@example.net,+1-519-685-4815x15590,Kathmandu,Rejected,2023-04-17,2023-12-19
298,CUST00298,Eileen Pugh,Female,1982-05-28,joshua87@example.com,(451)550-9028x8584,Kathmandu,Verified,2023-05-14,2023-12-16
299,CUST00299,James Lewis,,1950-12-15,vhale@example.net,9466660234,Butwal,pending,2023-03-05,2024-02-11
300,CUST00300,Joseph Clark,,1983-12-31,djacobs@example.net,001-748-773-2841x1191,Biratnagar,Pending,2023-07-24,2024-09-22
301,CUST00301,Mary Martin,Male,2007-04-25,michaelpatel@example.net,001-348-832-0284x7678,Pokhara,Pending,2025-06-01,2026-03-24
302,CUST00302,Debra David,Female,1982-01-14,rebeccasmith@example.org,957.871.4548,Lalitpur,Rejected,2025-02-06,2026-04-08
303,CUST00303,Monica Stokes,,1972-03-17,carterjoel@example.org,2596542475,Kathmandu,Verified,2025-07-01,2025-10-27
304,CUST00304,Misty Cunningham,Other,1978-01-15,smithjohnny@example.net,842.369.6389,Biratnagar,pending,2022-06-29,2023-04-16
305,CUST00305,William Jarvis,Other,1964-12-18,kara39@example.com,+1-488-780-3759x91854,Kathmandu,Rejected,2022-11-26,2023-11-04
306,CUST00306,Curtis Phillips,Female,1963-08-11,mary21@example.net,+1-734-614-5158x096,Biratnagar,Rejected,2024-02-02,2024-03-23
307,CUST00307,Hannah Smith,Male,1960-11-19,daniel63@example.com,215-308-0472x6727,Butwal,Pending,2024-07-14,2025-10-27
308,CUST00308,Eric Kennedy,Male,1976-11-24,douglasjackson@example.org,+1-871-418-4413x84194,Kathmandu,verified,2023-11-09,2023-12-01
309,CUST00309,Megan Sims,Male,1995-08-13,joanne97@example.net,001-999-406-6184x04913,Lalitpur,verified,2024-04-30,2024-08-08
310,CUST00310,Julie Arnold,Female,1981-09-30,eestrada@example.com,001-763-233-2760x8134,Biratnagar,Rejected,2022-10-09,2023-09-08
311,CUST00311,Andrew Cooper,Male,1992-09-02,abigail85@example.com,(490)440-8837,Kathmandu,Pending,2023-02-11,2023-06-16
312,CUST00312,Lisa Beasley,,1972-07-29,bbrady@example.net,001-645-302-7161x24304,Lalitpur,Verified,2024-05-17,2024-09-24
313,CUST00313,Michael West,Female,1995-03-27,jason68@example.net,(739)799-8825x91039,Lalitpur,Pending,2024-04-08,2024-05-13
314,CUST00314,Angela Ramirez,,2006-05-22,brendansteele@example.net,313.481.7922x210,Kathmandu,verified,2026-01-19,2027-04-25
315,CUST00315,Lori Miller,Male,1982-09-26,rlawson@example.net,616-856-5903,Kathmandu,pending,2024-07-28,2024-10-08
316,CUST00316,David White,Female,1967-09-15,,873.327.8622x563,Butwal,Verified,2023-06-10,2023-08-02
317,CUST00317,Anthony Torres,Female,1956-03-26,william09@example.net,342.256.1739x9336,Lalitpur,pending,2023-09-21,2024-01-06
318,CUST00318,Christina Lin,Other,1988-08-04,cory01@example.com,661-736-1548,Kathmandu,Rejected,2024-06-26,2024-08-03
319,CUST00319,Joshua Guerrero,Male,1976-01-24,istephens@example.net,746.284.7189x17264,Lalitpur,Verified,2025-03-31,2026-01-14
320,CUST00320,David Moran,,1956-02-26,dustin87@example.net,260-856-2319,Biratnagar,pending,2025-06-03,2026-03-20
321,CUST00321,Samuel Hood,,1984-09-22,candrews@example.org,286.673.5538x874,Pokhara,Pending,2024-06-08,2024-06-11
322,CUST00322,Timothy Morris,Female,1973-06-21,xcarrillo@example.com,3599906172,Lalitpur,pending,2023-08-12,2024-02-28
323,CUST00323,Kenneth Mitchell,Other,1955-06-06,michaelfields@example.net,8084777077,Kathmandu,Rejected,2023-09-19,2025-01-13
324,CUST00324,Julie Gentry,,1955-03-10,sally84@example.com,(447)360-1896x6950,Biratnagar,Rejected,2022-01-28,2022-12-12
325,CUST00325,Samuel Cantu,Male,1957-05-10,,963.682.6874x0164,Kathmandu,Rejected,2025-03-10,2026-04-03
326,CUST00326,Alexis Henderson,Female,2006-06-12,deborahshaw@example.org,001-347-847-1791x0361,Biratnagar,Pending,2024-10-03,2025-03-09
327,CUST00327,Misty Robbins,,1996-02-21,gutierrezchristopher@example.com,(390)246-1483x171,Kathmandu,verified,2025-01-13,2026-03-08
328,CUST00328,Catherine White,Male,1985-07-06,ashleymiller@example.net,611.708.5559x5931,Butwal,Pending,2022-02-08,2023-01-17
329,CUST00329,Heather Wilson,Female,1983-06-09,ray82@example.org,(566)524-5079,Kathmandu,Rejected,2021-07-10,2022-04-26
330,CUST00330,Alexis Glenn,Female,1958-08-14,stephaniegillespie@example.com,4015408734,Kathmandu,verified,2022-06-13,2022-07-27
331,CUST00331,Marie Johnson,Male,1964-05-04,thompsongloria@example.net,+1-693-845-8057,Lalitpur,verified,2025-04-11,2025-09-04
332,CUST00332,Steven Mays,Male,1969-03-25,tanyafrazier@example.org,787-816-7527,Butwal,pending,2025-09-04,2025-09-18
333,CUST00333,Joseph Myers,,1984-03-16,walkerashley@example.org,4642887387,Kathmandu,verified,2021-11-10,2022-03-31
334,CUST00334,Penny Gonzales,Male,1966-04-07,wanda39@example.org,8983452352,Biratnagar,Verified,2021-08-22,2022-12-10
335,CUST00335,Seth Pacheco,Other,1974-03-14,joseph09@example.org,+1-344-667-6058x567,Kathmandu,pending,2022-12-13,2023-05-19
336,CUST00336,Curtis Pratt,Female,1958-12-14,danarodriguez@example.com,536.832.0119,Butwal,Pending,2023-05-07,2023-11-28
337,CUST00337,Thomas Smith,Female,1976-06-04,jasongarrison@example.net,001-761-379-9782x0779,Kathmandu,Pending,2024-01-29,2024-03-24
338,CUST00338,Jonathan Brown,,2008-04-14,daniel07@example.org,(874)586-3683x26064,Biratnagar,verified,2026-03-24,2027-05-02
339,CUST00339,William Jones,Male,1995-01-25,spencerskinner@example.org,+1-643-878-8649x75052,Biratnagar,Pending,2023-02-03,2024-02-25
340,CUST00340,Jessica Thornton,Female,1965-03-30,harrisricky@example.net,8017765788,Lalitpur,pending,2023-02-10,2024-03-20
341,CUST00341,Stuart Carson,Male,1984-07-20,tbailey@example.org,+1-844-499-0927,Lalitpur,Pending,2025-12-23,2026-09-27
342,CUST00342,Christine Jackson,Male,1965-01-30,wongkendra@example.com,(993)858-2231,Pokhara,Verified,2023-03-20,2024-05-14
343,CUST00343,Benjamin Miller,Other,1969-03-02,rachelnash@example.net,+1-813-828-7274,Butwal,Verified,2021-09-11,2022-01-07
344,CUST00344,Michelle Johnson,,1974-08-17,thomas56@example.org,254-335-5382,Lalitpur,verified,2026-01-01,2027-01-26
345,CUST00345,John Yang,,1955-08-30,slarson@example.org,+1-840-340-7354x17027,Pokhara,Verified,2024-03-21,2024-11-23
346,CUST00346,Monica Scott,Female,1961-12-11,cabreradaniel@example.net,568-284-1525x002,Lalitpur,Verified,2023-06-29,2024-08-14
347,CUST00347,Mario Wolfe,Other,1998-10-27,aprilpowell@example.com,+1-217-724-3031x8358,Butwal,Pending,2023-11-14,2024-12-02
348,CUST00348,Tony Valdez,Male,1975-04-20,ahenderson@example.com,711-491-4791,Lalitpur,Rejected,2022-11-18,2023-03-03
349,CUST00349,Eric Mcdonald,Female,1958-06-19,christinegarcia@example.com,493-392-1411x25438,Pokhara,verified,2025-11-04,2026-07-20
350,CUST00350,Anthony Gonzalez,Male,1983-11-21,tsantos@example.org,+1-732-253-5933x0113,Lalitpur,Rejected,2025-10-29,2026-11-30
351,CUST00351,Linda Bryant DVM,,2001-12-10,klarson@example.net,(565)403-0698,Pokhara,verified,2024-09-21,2025-02-26
352,CUST00352,Samantha Sellers,Other,1969-10-28,samuellopez@example.org,+1-585-208-7576,Pokhara,Rejected,2022-12-11,2023-11-27
353,CUST00353,Pamela Brown,,1974-07-02,tiffany88@example.org,+1-758-711-5368x1964,Pokhara,Pending,2023-01-12,2023-06-01
354,CUST00354,Kimberly Jenkins,Female,1984-08-02,,932.838.7837,Butwal,Rejected,2024-02-13,2024-09-08
355,CUST00355,Kevin Reese,,1994-04-09,davidhernandez@example.net,001-508-526-5755x10405,Butwal,Verified,2025-09-25,2025-11-22
356,CUST00356,Justin Duran,Other,1983-01-17,,270.348.6272,Butwal,pending,2025-02-04,2026-01-08
357,CUST00357,Frank White,,1995-06-15,melissaguzman@example.net,616.970.7713,Butwal,Rejected,2022-03-30,2022-06-22
358,CUST00358,Michelle Walker,,1961-10-16,chelsey78@example.com,874.473.7418,Butwal,Rejected,2025-03-30,2025-10-30
359,CUST00359,Donald Walker,,1969-11-18,idavis@example.com,(585)222-5737x96879,Pokhara,verified,2025-02-03,2025-05-26
360,CUST00360,Kevin Taylor,Other,1993-04-24,tjones@example.com,+1-225-597-0956,Kathmandu,pending,2022-07-09,2023-09-15
361,CUST00361,Donald Marshall,Female,1980-12-17,rcarter@example.org,+1-819-384-0219,Lalitpur,Pending,2025-07-06,2026-11-16
362,CUST00362,Tiffany Jennings,Other,1994-12-24,sabrina10@example.net,777.466.7100x556,Pokhara,pending,2024-03-10,2024-03-22
363,CUST00363,John Cook,Female,2008-04-24,daniel45@example.com,(377)521-8177x840,Biratnagar,Rejected,2023-04-14,2024-06-29
364,CUST00364,Daisy Santos,Female,1991-03-17,uhicks@example.net,490-987-9757x368,Biratnagar,verified,2024-01-14,2024-03-30
365,CUST00365,Vincent Thornton,Male,1981-06-04,morenosarah@example.net,746.567.9702x092,Lalitpur,verified,2024-04-07,2025-05-14
366,CUST00366,Stacey Perez,Male,1974-03-20,qtorres@example.com,652-674-0129,Biratnagar,verified,2024-02-11,2024-02-28
367,CUST00367,John Wilson,,1993-02-03,stephensmith@example.com,001-280-459-2334x37082,Lalitpur,Verified,2023-12-19,2025-02-22
368,CUST00368,Timothy Dominguez,,1982-11-26,melissa85@example.net,832-861-7206x26960,Pokhara,pending,2024-11-25,2025-06-21
369,CUST00369,Audrey King,Other,1984-07-22,ddixon@example.net,234-207-2323x19063,Lalitpur,pending,2025-07-10,2026-01-03
370,CUST00370,Kristina Dalton,Female,1962-06-13,franklinjames@example.com,981-406-2752x06414,Butwal,verified,2024-11-03,2025-08-21
371,CUST00371,Elizabeth English,Other,1979-01-02,ovalencia@example.org,992.987.5636,Biratnagar,Verified,2021-09-02,2022-11-23
372,CUST00372,Trevor Copeland,Male,1974-10-18,oclark@example.com,001-499-393-4515x7354,Lalitpur,Pending,2022-08-28,2023-03-16
373,CUST00373,Hunter Cole,,1989-03-15,alexanderjessica@example.net,453.533.2675x053,Kathmandu,pending,2024-09-13,2026-01-01
374,CUST00374,Andrew Davis,Female,2002-06-23,amandashaw@example.net,870.407.4422,Lalitpur,Verified,2025-11-17,2026-03-19
375,CUST00375,Joshua Miller,,1997-09-21,danieljones@example.org,(243)312-6460x070,Kathmandu,Rejected,2021-06-14,2021-06-20
376,CUST00376,Stephen Wright,Female,1999-01-30,barbarastevens@example.org,608-544-7688,Butwal,Verified,2024-08-29,2024-11-16
377,CUST00377,Alison Ramsey,Female,1964-01-28,elizabethguzman@example.com,275.818.8652x24257,Lalitpur,verified,2022-06-11,2023-01-04
378,CUST00378,Sarah Werner,,1973-02-05,ehines@example.com,572.445.0018x4277,Kathmandu,Rejected,2022-03-28,2023-06-16
379,CUST00379,Regina Carney,Other,1968-04-30,ryanhughes@example.com,702-907-6243x972,Biratnagar,Verified,2023-07-26,2023-08-07
380,CUST00380,Yolanda Rogers,,1958-05-10,joseph03@example.com,359.314.5625x3426,Pokhara,verified,2023-07-02,2023-09-27
381,CUST00381,Rebecca Parker,Female,2005-05-20,davidgill@example.net,504-536-2369x4953,Lalitpur,pending,2025-08-13,2025-10-09
382,CUST00382,Edward Baker,Other,1959-11-06,greenlauren@example.com,708-459-0818x028,Pokhara,Pending,2021-08-30,2022-09-07
383,CUST00383,Lisa Fields,,1976-10-16,james51@example.net,(866)580-0699x558,Kathmandu,pending,2025-05-11,2026-03-29
384,CUST00384,Robert Heath,Female,1957-12-10,amyschmidt@example.net,001-298-814-4809,Pokhara,Verified,2025-05-24,2026-06-20
385,CUST00385,Alex Jones,Female,1985-01-30,mmiller@example.net,666-635-0034x0910,Kathmandu,verified,2024-04-17,2025-02-20
386,CUST00386,Isaac Drake,Male,2007-01-25,,713.715.2527,Butwal,pending,2022-03-25,2023-01-18
387,CUST00387,Mary Burke,,1982-02-28,jenniferrush@example.com,001-503-493-2184,Pokhara,Verified,2023-02-27,2024-06-07
388,CUST00388,Andrew Evans,Female,1950-06-12,riceelizabeth@example.com,423.983.8655,Butwal,Rejected,2022-08-16,2022-08-30
389,CUST00389,Sean Olson,Other,1965-06-06,marie39@example.com,236-512-0022x18095,Lalitpur,Verified,2021-08-03,2021-09-07
390,CUST00390,James Harmon,,2005-01-22,angela69@example.net,001-536-718-5882x961,Butwal,Rejected,2021-08-05,2022-07-21
391,CUST00391,Stacy Williams,,2005-06-21,christophermckenzie@example.org,794-277-0815,Kathmandu,verified,2025-03-02,2025-12-29
392,CUST00392,Brian Boyd,,2006-04-22,darryl67@example.com,701.771.8511x4601,Pokhara,pending,2025-04-17,2025-05-23
393,CUST00393,Andrew Fox,Female,1996-01-30,christinamcmahon@example.com,4138882048,Biratnagar,Verified,2022-08-22,2022-09-27
394,CUST00394,Sandra Williams,Female,1974-10-29,sabrinabailey@example.org,937.445.5527x72450,Kathmandu,verified,2024-05-22,2024-09-06
395,CUST00395,Emily Hamilton,,1982-06-08,john02@example.net,662-626-9376,Biratnagar,verified,2022-02-02,2023-04-28
396,CUST00396,Gwendolyn Walker,Male,1961-12-03,zstewart@example.com,(857)687-6952,Pokhara,Pending,2022-10-04,2023-05-22
397,CUST00397,Laura York,Female,1965-03-20,jonathan09@example.com,206.812.6461,Kathmandu,Pending,2023-07-30,2024-05-16
398,CUST00398,Luis Graham,Male,1992-06-23,leslie85@example.org,591.390.1133,Kathmandu,Verified,2024-04-25,2025-03-24
399,CUST00399,Frederick King,Other,1998-09-30,,(527)694-6268x4359,Lalitpur,pending,2025-11-13,2026-01-17
400,CUST00400,Joshua Martinez,Male,1979-01-27,watsonjames@example.com,961.413.6525x3682,Butwal,Rejected,2025-12-02,2026-04-05
401,CUST00401,Matthew Fox,Other,1990-09-09,keith93@example.org,304-630-1775x29882,Pokhara,pending,2021-12-05,2022-08-06
402,CUST00402,Leslie Patrick,Other,2008-04-12,hannahhopkins@example.net,(595)699-7970x60947,Kathmandu,Rejected,2025-08-02,2025-11-05
403,CUST00403,Michael Crawford,,1987-01-04,angel99@example.net,705-960-0955x0250,Biratnagar,Pending,2024-06-21,2025-04-21
404,CUST00404,Christina Buck,Female,1956-04-29,hayeswalter@example.com,(568)926-1550x650,Lalitpur,pending,2024-05-12,2024-08-03
405,CUST00405,Tamara Briggs,,1960-09-26,acoffey@example.org,001-642-299-5185,Butwal,pending,2023-12-23,2025-04-10
406,CUST00406,Thomas Nicholson,Other,1983-10-01,tiffany26@example.com,3057212442,Biratnagar,Verified,2024-12-28,2025-07-28
407,CUST00407,Sean Coleman,Other,1987-04-06,sanchezshannon@example.org,678.251.5831x0269,Biratnagar,pending,2021-06-13,2022-03-29
